country,year,sex,age,gdp_for_year ($),gdp_per_capita ($)
Antigua and Barbuda,2000,male,5-14 years,"83,01,58,778",11021.0
Antigua and Barbuda,2000,male,75+ years,"83,01,58,778",11021.0
Antigua and Barbuda,2001,male,35-54 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,female,15-24 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,female,25-34 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,female,35-54 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,female,5-14 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,female,55-74 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,female,75+ years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,male,15-24 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,male,25-34 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,male,5-14 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,male,55-74 years,"80,07,40,259",10468.0
Antigua and Barbuda,2001,male,75+ years,"80,07,40,259",10468.0
Antigua and Barbuda,2002,female,15-24 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,female,25-34 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,female,35-54 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,female,5-14 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,female,55-74 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,female,75+ years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,male,15-24 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,male,25-34 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,male,35-54 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,male,5-14 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,male,55-74 years,"81,46,15,333",10499.0
Antigua and Barbuda,2002,male,75+ years,"81,46,15,333",10499.0
Antigua and Barbuda,2003,male,55-74 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,female,15-24 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,female,25-34 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,female,35-54 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,female,5-14 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,female,55-74 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,female,75+ years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,male,15-24 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,male,25-34 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,male,35-54 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,male,5-14 years,"85,56,43,111",10878.0
Antigua and Barbuda,2003,male,75+ years,"85,56,43,111",10878.0
Antigua and Barbuda,2004,male,55-74 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,male,35-54 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,female,15-24 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,female,25-34 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,female,35-54 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,female,5-14 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,female,55-74 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,female,75+ years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,male,15-24 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,male,25-34 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,male,5-14 years,"91,95,77,148",11535.0
Antigua and Barbuda,2004,male,75+ years,"91,95,77,148",11535.0
Antigua and Barbuda,2005,female,15-24 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,female,25-34 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,female,35-54 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,female,5-14 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,female,55-74 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,female,75+ years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,male,15-24 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,male,25-34 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,male,35-54 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,male,5-14 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,male,55-74 years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2005,male,75+ years,"1,02,21,91,296",12649.0
Antigua and Barbuda,2006,female,15-24 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,female,25-34 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,female,35-54 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,female,5-14 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,female,55-74 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,female,75+ years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,male,15-24 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,male,25-34 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,male,35-54 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,male,5-14 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,male,55-74 years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2006,male,75+ years,"1,15,70,05,444",14114.0
Antigua and Barbuda,2007,male,35-54 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,female,15-24 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,female,25-34 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,female,35-54 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,female,5-14 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,female,55-74 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,female,75+ years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,male,15-24 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,male,25-34 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,male,5-14 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,male,55-74 years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2007,male,75+ years,"1,31,14,01,333",15775.0
Antigua and Barbuda,2008,female,15-24 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,female,25-34 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,female,35-54 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,female,5-14 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,female,55-74 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,female,75+ years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,male,15-24 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,male,25-34 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,male,35-54 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,male,5-14 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,male,55-74 years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2008,male,75+ years,"1,36,84,31,037",16238.0
Antigua and Barbuda,2009,female,15-24 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,female,25-34 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,female,35-54 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,female,5-14 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,female,55-74 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,female,75+ years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,male,15-24 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,male,25-34 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,male,35-54 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,male,5-14 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,male,55-74 years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2009,male,75+ years,"1,22,42,53,000",14335.0
Antigua and Barbuda,2012,female,15-24 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,female,25-34 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,female,35-54 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,female,5-14 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,female,55-74 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,female,75+ years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,male,15-24 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,male,25-34 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,male,35-54 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,male,5-14 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,male,55-74 years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2012,male,75+ years,"1,21,14,11,704",13657.0
Antigua and Barbuda,2013,female,15-24 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,female,25-34 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,female,35-54 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,female,5-14 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,female,55-74 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,female,75+ years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,male,15-24 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,male,25-34 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,male,35-54 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,male,5-14 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,male,55-74 years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2013,male,75+ years,"1,19,29,25,407",13287.0
Antigua and Barbuda,2014,female,15-24 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,female,25-34 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,female,35-54 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,female,5-14 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,female,55-74 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,female,75+ years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,male,15-24 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,male,25-34 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,male,35-54 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,male,5-14 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,male,55-74 years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2014,male,75+ years,"1,28,01,33,333",14093.0
Antigua and Barbuda,2015,female,55-74 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,female,15-24 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,female,25-34 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,female,35-54 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,female,5-14 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,female,75+ years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,male,15-24 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,male,25-34 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,male,35-54 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,male,5-14 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,male,55-74 years,"1,36,48,63,037",14853.0
Antigua and Barbuda,2015,male,75+ years,"1,36,48,63,037",14853.0
Argentina,1985,male,75+ years,"88,41,66,68,900",3264.0
Argentina,1985,male,55-74 years,"88,41,66,68,900",3264.0
Argentina,1985,male,35-54 years,"88,41,66,68,900",3264.0
Argentina,1985,female,55-74 years,"88,41,66,68,900",3264.0
Argentina,1985,male,25-34 years,"88,41,66,68,900",3264.0
Argentina,1985,female,75+ years,"88,41,66,68,900",3264.0
Argentina,1985,male,15-24 years,"88,41,66,68,900",3264.0
Argentina,1985,female,35-54 years,"88,41,66,68,900",3264.0
Argentina,1985,female,25-34 years,"88,41,66,68,900",3264.0
Argentina,1985,female,15-24 years,"88,41,66,68,900",3264.0
Argentina,1985,male,5-14 years,"88,41,66,68,900",3264.0
Argentina,1985,female,5-14 years,"88,41,66,68,900",3264.0
Argentina,1986,male,75+ years,"1,10,93,44,42,763",4072.0
Argentina,1986,male,55-74 years,"1,10,93,44,42,763",4072.0
Argentina,1986,male,35-54 years,"1,10,93,44,42,763",4072.0
Argentina,1986,male,25-34 years,"1,10,93,44,42,763",4072.0
Argentina,1986,female,75+ years,"1,10,93,44,42,763",4072.0
Argentina,1986,female,55-74 years,"1,10,93,44,42,763",4072.0
Argentina,1986,male,15-24 years,"1,10,93,44,42,763",4072.0
Argentina,1986,female,35-54 years,"1,10,93,44,42,763",4072.0
Argentina,1986,female,25-34 years,"1,10,93,44,42,763",4072.0
Argentina,1986,female,15-24 years,"1,10,93,44,42,763",4072.0
Argentina,1986,male,5-14 years,"1,10,93,44,42,763",4072.0
Argentina,1986,female,5-14 years,"1,10,93,44,42,763",4072.0
Argentina,1987,male,75+ years,"1,11,10,61,91,358",4026.0
Argentina,1987,male,55-74 years,"1,11,10,61,91,358",4026.0
Argentina,1987,male,35-54 years,"1,11,10,61,91,358",4026.0
Argentina,1987,female,75+ years,"1,11,10,61,91,358",4026.0
Argentina,1987,female,55-74 years,"1,11,10,61,91,358",4026.0
Argentina,1987,male,25-34 years,"1,11,10,61,91,358",4026.0
Argentina,1987,male,15-24 years,"1,11,10,61,91,358",4026.0
Argentina,1987,female,35-54 years,"1,11,10,61,91,358",4026.0
Argentina,1987,female,25-34 years,"1,11,10,61,91,358",4026.0
Argentina,1987,female,15-24 years,"1,11,10,61,91,358",4026.0
Argentina,1987,male,5-14 years,"1,11,10,61,91,358",4026.0
Argentina,1987,female,5-14 years,"1,11,10,61,91,358",4026.0
Argentina,1988,male,75+ years,"1,26,20,68,17,196",4458.0
Argentina,1988,male,55-74 years,"1,26,20,68,17,196",4458.0
Argentina,1988,male,35-54 years,"1,26,20,68,17,196",4458.0
Argentina,1988,female,75+ years,"1,26,20,68,17,196",4458.0
Argentina,1988,female,55-74 years,"1,26,20,68,17,196",4458.0
Argentina,1988,male,25-34 years,"1,26,20,68,17,196",4458.0
Argentina,1988,male,15-24 years,"1,26,20,68,17,196",4458.0
Argentina,1988,female,35-54 years,"1,26,20,68,17,196",4458.0
Argentina,1988,female,15-24 years,"1,26,20,68,17,196",4458.0
Argentina,1988,female,25-34 years,"1,26,20,68,17,196",4458.0
Argentina,1988,male,5-14 years,"1,26,20,68,17,196",4458.0
Argentina,1988,female,5-14 years,"1,26,20,68,17,196",4458.0
Argentina,1989,male,75+ years,"76,63,68,98,036",2670.0
Argentina,1989,male,55-74 years,"76,63,68,98,036",2670.0
Argentina,1989,male,35-54 years,"76,63,68,98,036",2670.0
Argentina,1989,female,75+ years,"76,63,68,98,036",2670.0
Argentina,1989,male,25-34 years,"76,63,68,98,036",2670.0
Argentina,1989,female,55-74 years,"76,63,68,98,036",2670.0
Argentina,1989,male,15-24 years,"76,63,68,98,036",2670.0
Argentina,1989,female,35-54 years,"76,63,68,98,036",2670.0
Argentina,1989,female,25-34 years,"76,63,68,98,036",2670.0
Argentina,1989,female,15-24 years,"76,63,68,98,036",2670.0
Argentina,1989,male,5-14 years,"76,63,68,98,036",2670.0
Argentina,1989,female,5-14 years,"76,63,68,98,036",2670.0
Argentina,1990,male,75+ years,"1,41,35,23,68,715",4859.0
Argentina,1990,male,55-74 years,"1,41,35,23,68,715",4859.0
Argentina,1990,male,35-54 years,"1,41,35,23,68,715",4859.0
Argentina,1990,female,75+ years,"1,41,35,23,68,715",4859.0
Argentina,1990,male,25-34 years,"1,41,35,23,68,715",4859.0
Argentina,1990,female,55-74 years,"1,41,35,23,68,715",4859.0
Argentina,1990,male,15-24 years,"1,41,35,23,68,715",4859.0
Argentina,1990,female,35-54 years,"1,41,35,23,68,715",4859.0
Argentina,1990,female,15-24 years,"1,41,35,23,68,715",4859.0
Argentina,1990,female,25-34 years,"1,41,35,23,68,715",4859.0
Argentina,1990,male,5-14 years,"1,41,35,23,68,715",4859.0
Argentina,1990,female,5-14 years,"1,41,35,23,68,715",4859.0
Argentina,1991,male,75+ years,"1,89,71,99,84,268",6404.0
Argentina,1991,male,55-74 years,"1,89,71,99,84,268",6404.0
Argentina,1991,male,35-54 years,"1,89,71,99,84,268",6404.0
Argentina,1991,male,25-34 years,"1,89,71,99,84,268",6404.0
Argentina,1991,female,75+ years,"1,89,71,99,84,268",6404.0
Argentina,1991,female,55-74 years,"1,89,71,99,84,268",6404.0
Argentina,1991,male,15-24 years,"1,89,71,99,84,268",6404.0
Argentina,1991,female,35-54 years,"1,89,71,99,84,268",6404.0
Argentina,1991,female,25-34 years,"1,89,71,99,84,268",6404.0
Argentina,1991,female,15-24 years,"1,89,71,99,84,268",6404.0
Argentina,1991,male,5-14 years,"1,89,71,99,84,268",6404.0
Argentina,1991,female,5-14 years,"1,89,71,99,84,268",6404.0
Argentina,1992,male,75+ years,"2,28,78,86,17,202",7615.0
Argentina,1992,male,55-74 years,"2,28,78,86,17,202",7615.0
Argentina,1992,male,35-54 years,"2,28,78,86,17,202",7615.0
Argentina,1992,male,25-34 years,"2,28,78,86,17,202",7615.0
Argentina,1992,male,15-24 years,"2,28,78,86,17,202",7615.0
Argentina,1992,female,75+ years,"2,28,78,86,17,202",7615.0
Argentina,1992,female,55-74 years,"2,28,78,86,17,202",7615.0
Argentina,1992,female,35-54 years,"2,28,78,86,17,202",7615.0
Argentina,1992,female,25-34 years,"2,28,78,86,17,202",7615.0
Argentina,1992,female,15-24 years,"2,28,78,86,17,202",7615.0
Argentina,1992,male,5-14 years,"2,28,78,86,17,202",7615.0
Argentina,1992,female,5-14 years,"2,28,78,86,17,202",7615.0
Argentina,1993,male,75+ years,"2,36,74,17,15,015",7768.0
Argentina,1993,male,55-74 years,"2,36,74,17,15,015",7768.0
Argentina,1993,male,35-54 years,"2,36,74,17,15,015",7768.0
Argentina,1993,male,25-34 years,"2,36,74,17,15,015",7768.0
Argentina,1993,female,75+ years,"2,36,74,17,15,015",7768.0
Argentina,1993,male,15-24 years,"2,36,74,17,15,015",7768.0
Argentina,1993,female,55-74 years,"2,36,74,17,15,015",7768.0
Argentina,1993,female,35-54 years,"2,36,74,17,15,015",7768.0
Argentina,1993,female,25-34 years,"2,36,74,17,15,015",7768.0
Argentina,1993,female,15-24 years,"2,36,74,17,15,015",7768.0
Argentina,1993,male,5-14 years,"2,36,74,17,15,015",7768.0
Argentina,1993,female,5-14 years,"2,36,74,17,15,015",7768.0
Argentina,1994,male,75+ years,"2,57,44,00,00,000",8328.0
Argentina,1994,male,55-74 years,"2,57,44,00,00,000",8328.0
Argentina,1994,male,35-54 years,"2,57,44,00,00,000",8328.0
Argentina,1994,male,25-34 years,"2,57,44,00,00,000",8328.0
Argentina,1994,male,15-24 years,"2,57,44,00,00,000",8328.0
Argentina,1994,female,55-74 years,"2,57,44,00,00,000",8328.0
Argentina,1994,female,75+ years,"2,57,44,00,00,000",8328.0
Argentina,1994,female,35-54 years,"2,57,44,00,00,000",8328.0
Argentina,1994,female,15-24 years,"2,57,44,00,00,000",8328.0
Argentina,1994,female,25-34 years,"2,57,44,00,00,000",8328.0
Argentina,1994,male,5-14 years,"2,57,44,00,00,000",8328.0
Argentina,1994,female,5-14 years,"2,57,44,00,00,000",8328.0
Argentina,1995,male,75+ years,"2,58,03,17,50,000",8232.0
Argentina,1995,male,55-74 years,"2,58,03,17,50,000",8232.0
Argentina,1995,male,35-54 years,"2,58,03,17,50,000",8232.0
Argentina,1995,male,25-34 years,"2,58,03,17,50,000",8232.0
Argentina,1995,male,15-24 years,"2,58,03,17,50,000",8232.0
Argentina,1995,female,75+ years,"2,58,03,17,50,000",8232.0
Argentina,1995,female,55-74 years,"2,58,03,17,50,000",8232.0
Argentina,1995,female,35-54 years,"2,58,03,17,50,000",8232.0
Argentina,1995,female,15-24 years,"2,58,03,17,50,000",8232.0
Argentina,1995,female,25-34 years,"2,58,03,17,50,000",8232.0
Argentina,1995,female,5-14 years,"2,58,03,17,50,000",8232.0
Argentina,1995,male,5-14 years,"2,58,03,17,50,000",8232.0
Argentina,1996,male,75+ years,"2,72,14,97,50,000",8563.0
Argentina,1996,male,55-74 years,"2,72,14,97,50,000",8563.0
Argentina,1996,male,35-54 years,"2,72,14,97,50,000",8563.0
Argentina,1996,male,25-34 years,"2,72,14,97,50,000",8563.0
Argentina,1996,male,15-24 years,"2,72,14,97,50,000",8563.0
Argentina,1996,female,75+ years,"2,72,14,97,50,000",8563.0
Argentina,1996,female,55-74 years,"2,72,14,97,50,000",8563.0
Argentina,1996,female,35-54 years,"2,72,14,97,50,000",8563.0
Argentina,1996,female,15-24 years,"2,72,14,97,50,000",8563.0
Argentina,1996,female,25-34 years,"2,72,14,97,50,000",8563.0
Argentina,1996,male,5-14 years,"2,72,14,97,50,000",8563.0
Argentina,1996,female,5-14 years,"2,72,14,97,50,000",8563.0
Argentina,1997,male,75+ years,"2,92,85,90,00,000",9057.0
Argentina,1997,male,55-74 years,"2,92,85,90,00,000",9057.0
Argentina,1997,male,35-54 years,"2,92,85,90,00,000",9057.0
Argentina,1997,male,25-34 years,"2,92,85,90,00,000",9057.0
Argentina,1997,male,15-24 years,"2,92,85,90,00,000",9057.0
Argentina,1997,female,75+ years,"2,92,85,90,00,000",9057.0
Argentina,1997,female,55-74 years,"2,92,85,90,00,000",9057.0
Argentina,1997,female,35-54 years,"2,92,85,90,00,000",9057.0
Argentina,1997,female,15-24 years,"2,92,85,90,00,000",9057.0
Argentina,1997,female,25-34 years,"2,92,85,90,00,000",9057.0
Argentina,1997,male,5-14 years,"2,92,85,90,00,000",9057.0
Argentina,1997,female,5-14 years,"2,92,85,90,00,000",9057.0
Argentina,1998,male,75+ years,"2,98,94,82,50,000",9126.0
Argentina,1998,male,55-74 years,"2,98,94,82,50,000",9126.0
